time,mean_TRMM_3B42
2017-12-24,16.6778431
2017-12-25,8.50798035
2017-12-26,1.94350362
2017-12-27,10.3266869
2017-12-28,8.33661366
2017-12-29,2.60781884
2017-12-30,19.3290443
2017-12-31,16.2848854
2018-01-01,19.7678318
2018-01-02,18.7534676
2018-01-03,32.6660576
2018-01-04,30.7357292
2018-01-05,12.2698164
2018-01-06,14.4143305
2018-01-07,15.7446423
2018-01-08,16.5396538
2018-01-09,24.2508411
2018-01-10,0.675251782
2018-01-11,6.86781311
2018-01-12,23.7432289
2018-01-13,17.0413418
2018-01-14,32.1966705
2018-01-15,14.4572029
2018-01-16,1.97072196
2018-01-17,5.58534813
2018-01-18,10.5114908
2018-01-19,5.38014889
2018-01-20,3.60907817
2018-01-21,9.83006001
2018-01-22,32.0201492
2018-01-23,4.60084724
2018-01-24,4.31971169
2018-01-25,7.78137493
2018-01-26,15.4684772
2018-01-27,5.23200893
2018-01-28,73.2480469
2018-01-29,2.45760989
2018-01-30,10.2977161
2018-01-31,15.2525167
2018-02-01,33.9637833
2018-02-02,50.5037613
2018-02-03,11.684577
2018-02-04,0
2018-02-05,0.898059905
2018-02-06,1.27961874
2018-02-07,0
2018-02-08,0.904049635
2018-02-09,0
2018-02-10,4.87512302
2018-02-11,14.5387383
2018-02-12,0
2018-02-13,2.45742512
2018-02-14,4.4886651
2018-02-15,6.28662539
2018-02-16,12.3239012
2018-02-17,35.6970291
2018-02-18,4.4030242
2018-02-19,19.4588699
2018-02-20,10.5465469
2018-02-21,0.829705238
2018-02-22,46.8536263
2018-02-23,5.47511244
2018-02-24,2.3659656
2018-02-25,0.618574739
2018-02-26,0.303286493
2018-02-27,1.12968111
2018-02-28,0
2018-03-01,0
2018-03-02,0.360653311
2018-03-03,1.5686295
2018-03-04,0.425279826
2018-03-05,0.958488464
2018-03-06,1.00686419
2018-03-07,0.366666704
2018-03-08,1.97058463
2018-03-09,54.8216782
2018-03-10,0
2018-03-11,0
2018-03-12,0.99645251
2018-03-13,29.1110439
2018-03-14,0
2018-03-15,9.57868385
2018-03-16,1.21426737
2018-03-17,14.9716148
2018-03-18,6.74586105
2018-03-19,23.5840225
2018-03-20,25.0838947
2018-03-21,9.5056181
2018-03-22,47.3437653
2018-03-23,5.4615097
2018-03-24,41.3450203
2018-03-25,9.61634064
2018-03-26,5.19988871
2018-03-27,13.3560905
2018-03-28,4.45620012
2018-03-29,48.4999275
2018-03-30,28.0157204
2018-03-31,20.2014027
2018-04-01,24.417284
2018-04-02,10.0132446
2018-04-03,3.89133692
2018-04-04,9.41910648
2018-04-05,18.5590973
2018-04-06,4.58898258
2018-04-07,0.168265328
2018-04-08,0.213092133
2018-04-09,15.9540567
2018-04-10,15.8370638
2018-04-11,9.80765724
2018-04-12,12.523428
2018-04-13,13.1771498
2018-04-14,7.70223713
2018-04-15,7.92314053
2018-04-16,26.3943615
2018-04-17,24.5557346
2018-04-18,12.5550785
2018-04-19,7.47680187
2018-04-20,36.9663734
2018-04-21,5.38627863
2018-04-22,50.6072884
2018-04-23,4.39166212
2018-04-24,43.7662544
2018-04-25,18.4779377
2018-04-26,20.2724113
2018-04-27,29.1376247
2018-04-28,6.06567812
2018-04-29,10.5821247
2018-04-30,7.88228941
2018-05-01,16.4030933
2018-05-02,18.574194
2018-05-03,53.6839867
2018-05-04,16.551424
2018-05-05,43.3322754
2018-05-06,4.30448437
2018-05-07,16.610239
2018-05-08,12.4125242
2018-05-09,13.479084
2018-05-10,6.95901537
2018-05-11,11.995347
2018-05-12,31.3296051
2018-05-13,15.1531248
2018-05-14,8.02741051
2018-05-15,2.91508389
2018-05-16,15.4820166
2018-05-17,8.28963566
2018-05-18,34.656498
2018-05-19,13.2764978
2018-05-20,12.2604952
2018-05-21,26.7349033
2018-05-22,0.674659312
2018-05-23,14.8617067
2018-05-24,12.1331415
2018-05-25,22.5621033
2018-05-26,23.9695034
2018-05-27,2.86976576
2018-05-28,13.9720383
2018-05-29,16.756361
2018-05-30,23.172266
2018-05-31,4.43020582
2018-06-01,38.7764931
2018-06-02,6.0882988
2018-06-03,5.39071131
2018-06-04,12.17136
2018-06-05,4.97446823
2018-06-06,13.1827669
2018-06-07,3.07765913
2018-06-08,3.61013007
2018-06-09,53.3299446
2018-06-10,24.8774929
2018-06-11,12.7543087
2018-06-12,44.7526932
2018-06-13,10.7441187
2018-06-14,26.8109169
2018-06-15,6.95845604
2018-06-16,3.85401511
2018-06-17,11.8261538
2018-06-18,29.0152359
2018-06-19,22.770628
2018-06-20,16.6312275
2018-06-21,4.07560968
2018-06-22,3.86758399
2018-06-23,31.2815247
2018-06-24,11.8581486
2018-06-25,15.9134989
2018-06-26,33.2393112
2018-06-27,14.5341873
2018-06-28,23.7593708
2018-06-29,6.39930773
2018-06-30,22.9029388
2018-07-01,4.25525904
2018-07-02,12.197382
2018-07-03,4.72634315
2018-07-04,5.69343376
2018-07-05,12.62887
2018-07-06,15.22966
2018-07-07,19.3876839
2018-07-08,0.826854587
2018-07-09,18.4846325
2018-07-10,34.9531403
2018-07-11,5.77649117
2018-07-12,9.86676693
2018-07-13,13.7750978
2018-07-14,4.41276646
2018-07-15,14.0090714
2018-07-16,9.03692722
2018-07-17,8.76773262
2018-07-18,25.1503048
2018-07-19,9.08433437
2018-07-20,12.5294847
2018-07-21,9.33723354
2018-07-22,36.2210045
2018-07-23,3.29209852
2018-07-24,10.2580185
2018-07-25,3.69702482
2018-07-26,8.41120625
2018-07-27,2.15260196
2018-07-28,7.57745838
2018-07-29,16.2618408
2018-07-30,10.0616875
2018-07-31,18.0522995
2018-08-01,13.6191988
2018-08-02,11.7179308
2018-08-03,12.1844234
2018-08-04,9.03602791
2018-08-05,18.9887581
2018-08-06,1.53138697
2018-08-07,7.04430056
2018-08-08,4.94639492
2018-08-09,14.8389931
2018-08-10,14.8076992
2018-08-11,3.58584213
2018-08-12,11.5310106
2018-08-13,15.0296574
2018-08-14,33.0367165
2018-08-15,5.11241913
2018-08-16,1.50421965
2018-08-17,15.5407267
2018-08-18,15.1673479
2018-08-19,14.2650995
2018-08-20,2.58897352
2018-08-21,9.29880047
2018-08-22,12.2353573
2018-08-23,17.1111031
2018-08-24,23.6311035
2018-08-25,26.6537895
2018-08-26,22.0820847
2018-08-27,20.9447536
2018-08-28,9.45610046
2018-08-29,20.244297
2018-08-30,3.40432763
2018-08-31,17.0870628
2018-09-01,16.107584
2018-09-02,5.04190063
2018-09-03,40.0987625
2018-09-04,27.6741848
2018-09-05,41.4782753
2018-09-06,6.37920046
2018-09-07,8.80746365
2018-09-08,14.288909
2018-09-09,6.50477552
2018-09-10,10.2484684
2018-09-11,9.75889301
2018-09-12,6.80794477
2018-09-13,21.8936806
2018-09-14,5.32025909
2018-09-15,13.6626177
2018-09-16,5.68693972
2018-09-17,0
2018-09-18,58.5385208
2018-09-19,25.8099003
2018-09-20,3.80822515
2018-09-21,4.83479786
2018-09-22,2.21877575
2018-09-23,7.67846441
2018-09-24,9.21066761
2018-09-25,22.4041309
2018-09-26,17.4491215
2018-09-27,24.5568027
2018-09-28,7.49683666
2018-09-29,12.2104902
2018-09-30,3.62754297
2018-10-01,6.18980455
2018-10-02,14.2458544
2018-10-03,9.27150249
2018-10-04,15.8861437
2018-10-05,18.8282948
2018-10-06,2.39282608
2018-10-07,4.13920593
2018-10-08,31.753624
2018-10-09,9.86855888
2018-10-10,11.6509256
2018-10-11,13.3235559
2018-10-12,2.44256973
2018-10-13,0.121693246
2018-10-14,0.206858084
2018-10-15,6.47962046
2018-10-16,33.2102928
2018-10-17,8.79759789
2018-10-18,12.1714497
2018-10-19,1.26558971
2018-10-20,44.7853127
2018-10-21,20.6236
2018-10-22,0.725651205
2018-10-23,12.9104204
2018-10-24,16.3811646
2018-10-25,9.81697464
2018-10-26,12.0412483
2018-10-27,34.7021065
2018-10-28,14.6364918
2018-10-29,31.9337635
2018-10-30,13.0984516
2018-10-31,11.7598743
2018-11-01,34.5658531
2018-11-02,21.413187
2018-11-03,6.04971123
2018-11-04,25.9055805
2018-11-05,21.1520252
2018-11-06,7.12955618
2018-11-07,0.339301765
2018-11-08,23.4418011
2018-11-09,10.1296034
2018-11-10,5.68198824
2018-11-11,19.6916981
2018-11-12,21.024229
2018-11-13,18.3927422
2018-11-14,20.714653
2018-11-15,0.0881489664
2018-11-16,20.1711159
2018-11-17,8.75428963
2018-11-18,24.3035183
2018-11-19,7.59385967
2018-11-20,16.6146526
2018-11-21,25.2692165
2018-11-22,2.66936016
2018-11-23,11.4263783
2018-11-24,7.76512337
2018-11-25,23.2280674
2018-11-26,24.4903088
2018-11-27,14.8837595
2018-11-28,1.38226771
2018-11-29,11.9812422
2018-11-30,46.6991043
2018-12-01,16.4208584
2018-12-02,15.6282206
2018-12-03,5.69589853
2018-12-04,14.2952862
2018-12-05,47.4790459
2018-12-06,2.23474884
2018-12-07,9.60102654
2018-12-08,2.95538068
2018-12-09,2.70009494
2018-12-10,0.942248404
2018-12-11,36.5107841
2018-12-12,35.1788254
2018-12-13,42.2271881
2018-12-14,53.9048691
2018-12-15,3.82681942
2018-12-16,5.12782621
2018-12-17,14.4450359
2018-12-18,7.55474663
2018-12-19,8.07461166
2018-12-20,29.5229836
2018-12-21,9.93490791
2018-12-22,14.7927094
2018-12-23,1.95706606
2018-12-24,21.2496281
2018-12-25,2.63388491
2018-12-26,0
2018-12-27,0.292107433
2018-12-28,27.1403923
2018-12-29,0
2018-12-30,2.48529577
2018-12-31,2.44695687
2019-01-01,0
2019-01-02,0
2019-01-03,0
2019-01-04,0.520386398
2019-01-05,2.82670617
2019-01-06,3.51990366
2019-01-07,19.5665607
2019-01-08,6.6857872
2019-01-09,22.2313595
2019-01-10,0.13126719
2019-01-11,0
2019-01-12,0
2019-01-13,1.52659702
2019-01-14,7.67990971
2019-01-15,0.627786875
2019-01-16,3.53422213
2019-01-17,1.90537488
2019-01-18,2.08795881
2019-01-19,0.288594037
2019-01-20,0.308724046
2019-01-21,18.3983173
2019-01-22,0
2019-01-23,0
2019-01-24,0.934023499
2019-01-25,44.5562782
2019-01-26,0
2019-01-27,0.476579189
2019-01-28,28.2303848
2019-01-29,2.73297238
2019-01-30,0.424894124
2019-01-31,0.163880304
2019-02-01,4.237041
2019-02-02,10.0319777
2019-02-03,1.58142579
2019-02-04,0.207726225
2019-02-05,0.721844077
2019-02-06,0
2019-02-07,0.603436291
2019-02-08,2.07866144
2019-02-09,3.34058595
2019-02-10,0.363753587
2019-02-11,4.01617479
2019-02-12,16.9362679
2019-02-13,1.64840031
2019-02-14,49.2910194
2019-02-15,0.0499501005
2019-02-16,0.379740566
2019-02-17,18.2722244
2019-02-18,7.30312252
2019-02-19,29.0477028
2019-02-20,3.18923044
2019-02-21,1.71246171
2019-02-22,1.16964293
2019-02-23,128.556122
2019-02-24,21.8471432
2019-02-25,13.7293119
2019-02-26,24.2647858
2019-02-27,0.038418334
2019-02-28,0.186359644
2019-03-01,1.98399353
2019-03-02,3.35016799
2019-03-03,11.3470383
2019-03-04,8.5020628
2019-03-05,2.54488254
2019-03-06,1.001948
2019-03-07,4.31569338
2019-03-08,1.00754237
2019-03-09,0.306849748
2019-03-10,12.8000097
2019-03-11,5.06537485
2019-03-12,3.74911809
2019-03-13,0.923700392
2019-03-14,2.78133917
2019-03-15,0.661792278
2019-03-16,1.385167
2019-03-17,4.82332897
2019-03-18,4.17641592
2019-03-19,53.7076454
2019-03-20,3.27265739
2019-03-21,12.6723938
2019-03-22,11.9948206
2019-03-23,1.66344345
2019-03-24,8.73249817
2019-03-25,2.91008401
2019-03-26,27.5375404
2019-03-27,2.89340734
2019-03-28,0.803935409
2019-03-29,10.1922131
2019-03-30,0.337118566
2019-03-31,5.83594561
2019-04-01,23.515892
2019-04-02,11.7046881
2019-04-03,14.4135466
2019-04-04,12.6495447
2019-04-05,7.17684937
2019-04-06,15.5221052
2019-04-07,17.588522
2019-04-08,0.693841517
2019-04-09,10.8548431
2019-04-10,12.195179
2019-04-11,4.36371803
2019-04-12,5.44233227
2019-04-13,40.0171127
2019-04-14,10.7117176
2019-04-15,14.5577841
2019-04-16,10.2075272
2019-04-17,32.7184334
2019-04-18,12.4710979
2019-04-19,22.3202019
2019-04-20,23.6805744
2019-04-21,12.2498322
2019-04-22,4.97785282
2019-04-23,2.1045475
2019-04-24,15.0371151
2019-04-25,7.59558153
2019-04-26,15.2847576
2019-04-27,11.2904425
2019-04-28,15.9281673
2019-04-29,34.963871
2019-04-30,4.55842018
2019-05-01,0.585691452
2019-05-02,6.01685953
2019-05-03,11.5142155
2019-05-04,21.915905
2019-05-05,5.42241383
2019-05-06,36.6933746
2019-05-07,21.3147068
2019-05-08,18.6940308
2019-05-09,11.3863573
2019-05-10,15.4167404
2019-05-11,4.7014432
2019-05-12,6.41977119
2019-05-13,43.1466293
2019-05-14,21.8021774
2019-05-15,46.3558159
2019-05-16,13.780941
2019-05-17,22.0091114
2019-05-18,11.5821381
2019-05-19,10.3047285
2019-05-20,11.5766907
2019-05-21,7.93561029
2019-05-22,52.0874176
2019-05-23,20.737484
2019-05-24,9.96415138
2019-05-25,55.3055878
2019-05-26,1.01903689
2019-05-27,19.4759064
2019-05-28,68.1358871
2019-05-29,10.59021
2019-05-30,22.4227734
2019-05-31,11.669405
2019-06-01,14.3702126
2019-06-02,5.33017349
2019-06-03,21.1167336
2019-06-04,5.21300173
2019-06-05,39.2019272
2019-06-06,11.8929348
2019-06-07,31.9132786
2019-06-08,0.470377773
2019-06-09,12.1444073
2019-06-10,37.8381424
2019-06-11,16.9615555
2019-06-12,12.1642208
2019-06-13,23.5283337
2019-06-14,14.5190907
2019-06-15,3.1398735
2019-06-16,1.87597048
2019-06-17,4.35876369
2019-06-18,20.976511
2019-06-19,24.4365387
2019-06-20,3.36212134
2019-06-21,4.63692856
2019-06-22,27.4675331
2019-06-23,20.0203419
2019-06-24,17.6394558
2019-06-25,20.4000797
2019-06-26,0.189057305
2019-06-27,2.62789273
2019-06-28,58.5274506
2019-06-29,3.87496686
2019-06-30,9.729743
2019-07-01,20.7229156
2019-07-02,8.36673737
2019-07-03,18.4469013
2019-07-04,8.76040936
2019-07-05,28.2099609
2019-07-06,23.9320488
2019-07-07,7.42217875
2019-07-08,19.3684387
2019-07-09,7.16115427
2019-07-10,2.68386745
2019-07-11,2.35493088
2019-07-12,5.31546021
2019-07-13,10.238575
2019-07-14,15.5324144
2019-07-15,9.29929066
2019-07-16,0.473297358
2019-07-17,4.06195974
2019-07-18,7.53431368
2019-07-19,17.1025639
2019-07-20,2.28103685
2019-07-21,7.62767744
2019-07-22,13.0294619
2019-07-23,26.8332348
2019-07-24,11.5206594
2019-07-25,8.22556782
2019-07-26,23.4267578
2019-07-27,1.87805998
2019-07-28,8.51530266
2019-07-29,23.1313725
2019-07-30,5.76238823
2019-07-31,7.13304806
2019-08-01,19.5165768
2019-08-02,24.3374081
2019-08-03,10.7686367
2019-08-04,4.40029526
2019-08-05,32.8586388
2019-08-06,67.4504547
2019-08-07,3.52563381
2019-08-08,2.75281215
2019-08-09,15.9006071
2019-08-10,3.90964556
2019-08-11,23.7822399
2019-08-12,5.58158255
2019-08-13,40.5429955
2019-08-14,20.7807312
2019-08-15,18.5030556
2019-08-16,4.03693914
2019-08-17,2.66263151
2019-08-18,1.49634433
2019-08-19,26.9696331
2019-08-20,0.370987505
2019-08-21,7.50909805
2019-08-22,1.0868113
2019-08-23,17.4428024
2019-08-24,31.2012844
2019-08-25,12.3144236
2019-08-26,0.824463487
2019-08-27,11.4522476
2019-08-28,34.8341446
2019-08-29,7.51730347
2019-08-30,7.16326141
2019-08-31,10.2275248
2019-09-01,12.6648951
2019-09-02,30.7574997
2019-09-03,0.73371011
2019-09-04,39.9285507
2019-09-05,2.90184712
2019-09-06,17.8967133
2019-09-07,1.76858115
2019-09-08,19.2630157
2019-09-09,6.52918339
2019-09-10,9.9466362
2019-09-11,37.0313148
2019-09-12,7.37452793
2019-09-13,60.0997238
2019-09-14,18.6336708
2019-09-15,30.5274239
2019-09-16,3.54149723
2019-09-17,17.5352535
2019-09-18,13.0688515
2019-09-19,8.61137009
2019-09-20,8.79340363
2019-09-21,17.0475044
2019-09-22,4.46833277
2019-09-23,15.467474
2019-09-24,1.20287335
2019-09-25,22.4771137
2019-09-26,18.9318867
2019-09-27,1.52288413
2019-09-28,23.3907013
2019-09-29,13.0211267
2019-09-30,14.965517
2019-10-01,16.6633701
2019-10-02,0.888228893
2019-10-03,10.1273518
2019-10-04,8.3242445
2019-10-05,7.15759897
2019-10-06,5.94912958
2019-10-07,7.82965755
2019-10-08,24.4597797
2019-10-09,18.7879734
2019-10-10,15.4235878
2019-10-11,25.8932323
2019-10-12,7.68356466
2019-10-13,52.5107956
2019-10-14,1.2412529
2019-10-15,36.7326584
2019-10-16,30.2167244
2019-10-17,9.40444756
2019-10-18,25.8011456
2019-10-19,17.7236862
2019-10-20,7.27752352
2019-10-21,40.3700256
2019-10-22,14.3755655
2019-10-23,21.1464691
2019-10-24,16.5276356
2019-10-25,1.86866736
2019-10-26,32.8240547
2019-10-27,12.7264681
2019-10-28,13.6491575
2019-10-29,24.0047073
2019-10-30,5.1798358
2019-10-31,7.92151499
2019-11-01,25.1779232
2019-11-02,3.08735418
2019-11-03,8.49333382
2019-11-04,11.9130974
2019-11-05,40.4534492
2019-11-06,1.1888696
2019-11-07,12.8884048
2019-11-08,9.17521191
2019-11-09,114.850662
2019-11-10,2.30888152
2019-11-11,4.49474001
2019-11-12,52.7167854
2019-11-13,7.94790363
2019-11-14,11.2943687
2019-11-15,22.4888611
2019-11-16,13.2601032
2019-11-17,8.88309193
2019-11-18,11.4863977
2019-11-19,4.39565611
2019-11-20,1.11923397
2019-11-21,9.53917694
2019-11-22,21.1007671
2019-11-23,2.07746935
2019-11-24,0.511301756
2019-11-25,0.76002717
2019-11-26,2.43832064
2019-11-27,16.9137135
2019-11-28,34.3009567
2019-11-29,30.0311375
2019-11-30,0
2019-12-01,0.513144553
2019-12-02,4.83953476
2019-12-03,34.8495293
2019-12-04,24.5726433
2019-12-05,3.64604139
2019-12-06,7.4758172
2019-12-07,17.6099033
2019-12-08,0
2019-12-09,3.59323311
2019-12-10,24.0049229
2019-12-11,6.78944635
2019-12-12,5.69777536
2019-12-13,0.52199775
2019-12-14,6.54988146
2019-12-15,7.32624006
2019-12-16,15.1665506
2019-12-17,27.3287487
2019-12-18,12.9503374
2019-12-19,5.68681145
2019-12-20,7.89662409
2019-12-21,2.85141063
2019-12-22,26.9253845
2019-12-23,35.4466896
2019-12-24,3.82994771
2019-12-25,33.4864578
2019-12-26,6.91541958
2019-12-27,82.2860794
2019-12-28,3.2934258
2019-12-29,21.6338215
2019-12-30,72.2968521
